datetime,device,accx,accy,accz,gyrox,gyroy,gyroz,anglex,angley,anglez,magx,magy,magz
2024-06-18 20:45:10.742691,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-70.994,89.528,-148.211,-1913,-20011,-18607
2024-06-18 20:45:11.341358,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-70.994,89.528,-148.211,-1906,-20002,-18600
2024-06-18 20:45:11.840261,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-72.713,89.539,-148.211,-1894,-20008,-18615
2024-06-18 20:45:13.736124,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-119.828,-35.711,120.405,-1902,-20023,-18589
2024-06-18 20:45:18.126397,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-67.637,89.522,-148.211,-1906,-20027,-18611
2024-06-18 20:45:18.625295,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-67.637,89.522,-148.211,-1905,-20023,-18576
2024-06-18 20:45:19.124250,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-67.637,89.522,-148.211,-1901,-20019,-18594
2024-06-18 20:45:22.317125,motor,-0.9956,-0.0068,0.0029,0.0,0.0,0.0,-73.526,89.539,-148.211,-1906,-20015,-18610
2024-06-18 20:45:24.412451,motor,-0.9961,-0.0073,0.0024,0.0,0.0,0.0,-73.526,89.539,-148.211,-1899,-20012,-18594
2024-06-18 20:45:25.011036,motor,-0.9961,-0.0073,0.0024,0.0,0.0,0.0,-73.526,89.539,-148.211,-1904,-19995,-18600
2024-06-18 20:45:26.008724,motor,-0.9961,-0.0073,0.0024,0.0,0.0,0.0,-73.526,89.539,-148.211,-1901,-20002,-18585
2024-06-18 20:45:31.296690,motor,-0.9966,-0.0068,0.0029,0.0,0.0,0.0,-68.395,89.517,-148.217,-1898,-20041,-18617
2024-06-18 20:45:33.092752,motor,-0.9966,-0.0068,0.0029,0.0,0.0,0.0,-68.395,89.517,-148.217,-1897,-20052,-18631
2024-06-18 20:45:35.387881,motor,-0.9966,-0.0068,0.0029,0.0,0.0,0.0,-73.861,89.528,-148.211,-1899,-20023,-18591
2024-06-18 20:45:35.886792,motor,-0.9966,-0.0068,0.0029,0.0,0.0,0.0,-70.131,89.517,-148.217,-1909,-20012,-18600
2024-06-18 20:45:40.376960,motor,-0.9966,-0.0068,0.0029,0.0,0.0,0.0,-67.95,-141.103,99.701,-1912,-20014,-18595
2024-06-18 20:46:01.330510,motor,-0.9961,-0.0073,0.002,0.0,0.0,0.0,-70.692,89.522,-148.217,-1903,-20038,-18643
2024-06-18 20:47:00.405526,motor,-0.9961,-0.0073,0.002,0.0,0.0,0.0,-70.692,89.522,-148.217,-1913,-20067,-18618
2024-06-18 20:47:00.804549,motor,-0.9961,-0.0073,0.002,0.0,0.0,0.0,-70.692,89.522,-148.217,-1911,-20051,-18636
2024-06-18 20:47:11.682347,motor,-0.9956,-0.0068,0.0078,0.0,0.0,0.0,-70.692,89.522,-148.217,-1898,-20052,-18618
2024-06-18 20:47:47.705939,motor,-0.9956,-0.0068,0.0078,0.0,0.0,0.0,-154.731,-148.222,-121.959,-1905,-20050,-18649
2024-06-18 20:47:49.901167,motor,-0.9956,-0.0068,0.0078,0.0,0.0,0.0,-43.841,89.352,-148.211,-1850,-19441,-18208
2024-06-18 20:47:50.400132,motor,-0.9961,1.9995,13.625,0.0,0.0,0.0,-43.841,89.352,-148.211,-1852,-19350,-18150
2024-06-18 20:47:50.699443,motor,-0.9961,1.9995,13.625,0.0,0.0,0.0,-43.841,89.352,-148.211,-1860,-19355,-18151
2024-06-18 20:47:52.395663,motor,-0.9961,1.9995,13.625,0.0,0.0,0.0,-46.274,89.39,-148.217,-1996,-20754,-19325
2024-06-18 20:47:55.489020,motor,-0.9966,-0.0073,0.0083,0.0,0.0,0.0,-46.274,89.39,-148.217,6313,12647,1857
2024-06-18 20:47:58.083579,motor,-0.9966,-0.0083,0.0073,0.0,0.0,0.0,-46.274,89.39,-148.217,3954,30900,-15086
2024-06-18 20:47:59.979721,motor,-0.9961,-0.0073,0.0073,0.0,0.0,0.0,-46.274,89.39,-148.217,4112,30900,-14566
2024-06-18 20:48:01.576549,motor,-0.9961,-0.0073,0.0073,0.0,0.0,0.0,-43.709,89.363,-148.211,4112,30900,-14573
2024-06-18 20:48:01.975651,motor,-0.9961,-0.0073,0.0073,0.0,0.0,0.0,-43.709,89.363,-148.211,4108,30900,-14569
2024-06-18 20:48:06.666500,motor,-0.9961,-0.0083,0.0063,0.0,0.0,0.0,-47.488,89.379,-148.211,4044,30900,-14873
2024-06-18 20:48:07.165448,motor,-0.9961,-0.0083,0.0063,0.0,0.0,0.0,-47.488,89.379,-148.211,4033,30900,-14843
2024-06-18 20:48:07.864019,motor,-0.9961,-0.0083,0.0063,0.0,0.0,0.0,-126.821,-140.279,-35.739,4041,30900,-14906
2024-06-18 20:48:07.963798,motor,-0.9961,-0.0083,0.0063,0.0,0.0,0.0,-126.821,-140.279,-35.739,4022,30900,-14896
2024-06-18 20:48:09.660344,motor,-0.9961,-0.0083,0.0063,0.0,0.0,0.0,-126.821,-140.279,-35.739,4019,30900,-14971
2024-06-18 20:48:11.257072,motor,-0.9966,-0.0073,0.0024,0.0,0.0,0.0,-126.821,-140.279,-35.739,3997,30900,-15002
2024-06-18 20:48:11.756026,motor,-0.9956,-0.0073,0.0029,0.0,0.0,0.0,-65.27,89.517,-148.217,4000,30900,-15017
2024-06-18 20:48:12.454529,motor,-0.9956,-0.0073,0.0029,0.0,0.0,0.0,-65.27,89.517,-148.217,4000,30900,-15016
2024-06-18 20:48:14.849510,motor,-0.9956,-0.0073,0.0029,0.0,0.0,0.0,-64.1,89.511,-148.211,3969,30900,-15099
2024-06-18 20:48:16.845535,motor,-0.9956,-0.0073,0.0029,0.0,0.0,0.0,-67.335,89.522,-148.211,3945,30900,-15179
2024-06-18 20:48:18.142918,motor,-0.9956,-0.0073,0.0029,0.0,0.0,0.0,-67.335,89.522,-148.211,3941,30900,-15243
2024-06-18 20:48:22.434226,motor,-0.9966,-0.0107,0.0054,0.0,0.0,0.0,-64.484,89.506,-148.211,2931,30862,-10718
2024-06-18 20:48:28.222142,motor,-0.9966,-0.0107,0.0054,0.0,0.0,0.0,-75.114,89.489,-148.222,-1510,-1421,-2825
2024-06-18 20:48:30.517364,motor,-0.9893,-0.0059,-0.0005,0.061,0.0,0.0,-71.73,89.44,-148.31,6339,18846,-12765
2024-06-18 20:48:41.494203,motor,-3.2539,2.125,10.6362,0.0,0.0,0.0,-70.499,89.484,-148.442,1269,30900,-31632
2024-06-18 20:48:44.587646,motor,-3.2539,2.125,10.6362,0.0,0.0,0.0,-45.538,89.374,-148.541,1423,30900,-31632
2024-06-18 20:50:10.596575,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-74.553,89.478,-148.92,-1316,-1816,26
2024-06-18 20:50:13.889088,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-71.049,89.528,-149.354,-6386,30560,14717
2024-06-18 20:50:16.383646,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-72.037,89.5,-149.128,-1496,-1554,-19
2024-06-18 20:50:16.483501,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-72.037,89.5,-149.128,-365,-1314,-5392
2024-06-18 20:50:16.782772,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-68.692,89.5,-35.744,-8538,30841,-19260
2024-06-18 20:50:18.179768,motor,-0.9956,-0.0024,0.0073,0.0,0.0,0.0,-72.257,89.489,-149.145,5413,30826,16951
2024-06-18 20:50:20.175476,motor,-0.9971,-0.0112,0.0029,0.0,0.0,0.0,-72.257,89.489,-149.145,-1302,-864,-451
2024-06-18 20:50:20.574541,motor,-0.9941,-0.0112,0.0005,0.0,0.0,0.0,-72.257,89.489,-149.145,-1269,-1587,-503
2024-06-18 20:50:23.268917,motor,-0.9946,-0.0205,0.0034,0.061,0.0,0.0,-74.399,89.467,-149.101,-1321,-1932,-1538
2024-06-18 20:50:23.468518,motor,-0.9946,-0.0205,0.0034,0.061,0.0,0.0,-74.399,89.467,-149.101,-693,-5839,-477
2024-06-18 20:50:24.366751,motor,-0.9946,-0.0205,0.0034,0.061,0.0,0.0,-69.565,89.495,-149.211,-1534,-658,-248
2024-06-18 20:50:26.262763,motor,-0.9946,-0.0205,0.0034,0.0,0.0,0.0,-69.565,89.495,-149.211,-1232,-3052,1327
2024-06-18 20:50:27.260616,motor,-0.9946,-0.0205,0.0034,0.0,0.0,271.2402,-69.565,89.495,-149.211,-1255,-1685,-2868
2024-06-18 20:50:30.054847,motor,-0.9966,0.6177,2.125,0.0,0.0,0.0,-73.427,89.484,-149.31,-1635,-1328,-2298
2024-06-18 20:50:34.445342,motor,-0.9937,-0.0078,0.001,0.0,0.0,0.0,-67.736,89.462,-149.381,-1489,-1018,-732
